model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,15,22,18,5,non_smart,2008,43
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15,23,18,5,non_smart,2008,44
FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,6,15,22,18,5,non_smart,2008,43
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,6,15,23,18,5,non_smart,2008,44
FORD Mustang,5.4,8,Man-6,2WD,Gasoline,small car,6,14,20,16,4,non_smart,2008,39.33333333
FORD Ranger,3,6,Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
FORD Ranger,3,6,Man-5,2WD,Gasoline,pickup,7,16,22,18,5,non_smart,2008,44
FORD Ranger,3,6,Auto-L5,4WD,Gasoline,pickup,7,14,19,16,4,non_smart,2008,38.33333333
FORD Ranger,3,6,Man-5,4WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
FORD Ranger,4,6,Man-5,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
FORD Ranger,4,6,Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
FORD Ranger,4,6,Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,non_smart,2008,36
FORD Ranger,4,6,Man-5,4WD,Gasoline,pickup,6,15,19,16,4,non_smart,2008,39.33333333
FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,non_smart,2008,47.33333333
FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,SUV,9.5,16,24,19,5,non_smart,2008,46.33333333
FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,SUV,9.5,15,22,18,5,non_smart,2008,43
GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14,20,17,4,non_smart,2008,39.66666667
GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,non_smart,2008,37.33333333
GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,non_smart,2008,40.66666667
GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,non_smart,2008,35
GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,non_smart,2008,37
GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,non_smart,2008,40.66666667
GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,non_smart,2008,35
GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,non_smart,2008,37
GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,non_smart,2008,37
GMC Sierra 15,6,8,Auto-L4,2WD,Gasoline,pickup,6,13,18,15,3,non_smart,2008,36
GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,pickup,6,12,19,15,3,non_smart,2008,36
GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,pickup,6,12,18,14,2,non_smart,2008,34.66666667
GMC Yukon 1500,6,8,Auto-L4,2WD,Gasoline,SUV,6,12,17,14,2,non_smart,2008,33.66666667
GMC Yukon 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,non_smart,2008,35.66666667
GMC Yukon 1500,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
GMC Yukon 1500 Hybrid,6,8,Auto-AV,2WD,Gasoline,SUV,6,21,22,21,6,non_smart,2008,50
GMC Yukon 1500 Hybrid,6,8,Auto-AV,4WD,Gasoline,SUV,6,20,20,20,6,non_smart,2008,46.66666667
HONDA Element,2.4,4,Man-5,2WD,Gasoline,SUV,6,18,23,20,6,non_smart,2008,47.66666667
HONDA Element,2.4,4,Auto-L5,2WD,Gasoline,SUV,6,20,25,22,6,non_smart,2008,52.33333333
HONDA Element,2.4,4,Man-5,4WD,Gasoline,SUV,6,18,23,20,6,non_smart,2008,47.66666667
HONDA Element,2.4,4,Auto-L5,4WD,Gasoline,SUV,6,19,24,21,6,non_smart,2008,50
HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17,25,20,6,non_smart,2008,48.66666667
HONDA Pilot,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,16,22,18,5,non_smart,2008,44
HONDA Pilot,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
HONDA Ridgeline,3.5,6,Auto-L5,4WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
HONDA S2000,2.2,4,Man-6,2WD,Gasoline,small car,6,18,25,21,6,non_smart,2008,50
HUMMER H3,3.7,5,Man-5,4WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
HUMMER H3,3.7,5,Auto-L4,4WD,Gasoline,SUV,6,14,18,15,3,non_smart,2008,37
HYUNDAI Entourage,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
HYUNDAI Santa Fe,2.7,6,Auto-L4,4WD,Gasoline,SUV,7,17,23,19,5,non_smart,2008,46.33333333
HYUNDAI Santa Fe,2.7,6,Man-5,4WD,Gasoline,SUV,7,17,23,19,5,non_smart,2008,46.33333333
HYUNDAI Santa Fe,3.3,6,Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,non_smart,2008,47.33333333
HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,small car,6,16,24,19,5,non_smart,2008,46.33333333
HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,small car,6,17,24,20,6,non_smart,2008,47.66666667
HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,small car,6,17,24,20,6,non_smart,2008,47.66666667
HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17,23,19,5,non_smart,2008,46.33333333
HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,SUV,6,16,23,18,5,non_smart,2008,45
HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,non_smart,2008,43
INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,SUV,6,15,22,18,5,non_smart,2008,43
INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,SUV,6,15,20,17,4,non_smart,2008,40.66666667
INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,SUV,6,13,17,14,2,non_smart,2008,34.66666667
INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,17,23,19,5,non_smart,2008,46.33333333
INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,large car,6,16,23,19,5,non_smart,2008,45.33333333
INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,large car,6,16,22,18,5,non_smart,2008,44
INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,large car,6,16,21,18,5,non_smart,2008,43
INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,large car,6,14,20,16,4,non_smart,2008,39.33333333
INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,non_smart,2008,33.66666667
JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,14,19,16,4,non_smart,2008,38.33333333
JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,14,19,16,4,non_smart,2008,38.33333333
JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,non_smart,2008,38
JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,14,2,non_smart,2008,35.66666667
JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,non_smart,2008,37
JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,17,14,2,non_smart,2008,34.66666667
JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,15,20,17,4,non_smart,2008,40.66666667
JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,15,19,17,4,non_smart,2008,39.66666667
JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,non_smart,2008,38
JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,14,19,15,3,non_smart,2008,38
JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,non_smart,2008,37
JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6,11,14,12,0,non_smart,2008,29
JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16,22,18,5,non_smart,2008,44
JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15,21,17,4,non_smart,2008,41.66666667
JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,SUV,6,16,22,19,5,non_smart,2008,44.33333333
JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,non_smart,2008,41.66666667
JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,SUV,7,16,21,18,5,non_smart,2008,43
JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,SUV,7,15,19,16,4,non_smart,2008,39.33333333
JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,SUV,7,15,19,17,4,non_smart,2008,39.66666667
KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17,24,19,5,non_smart,2008,47.33333333
KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6,15,21,17,4,non_smart,2008,41.66666667
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6,15,20,17,4,non_smart,2008,40.66666667
KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,17,23,20,6,non_smart,2008,46.66666667
KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17,21,19,5,non_smart,2008,44.33333333
LAMBORGHINI Gallardo Coupe,5,10,Man-6,4WD,Gasoline,small car,6,10,17,13,1,non_smart,2008,31.33333333
LAMBORGHINI Gallardo Coupe,5,10,Auto-S6,4WD,Gasoline,small car,6,11,17,13,1,non_smart,2008,32.33333333
LAMBORGHINI Gallardo Spyder,5,10,Man-6,4WD,Gasoline,small car,6,10,15,12,0,non_smart,2008,29
LAMBORGHINI Gallardo Spyder,5,10,Auto-S6,4WD,Gasoline,small car,6,10,16,12,0,non_smart,2008,30
LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,small car,6,8,13,10,0,non_smart,2008,24.33333333
LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,non_smart,2008,26.66666667
LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,non_smart,2008,26.66666667
LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,small car,6,8,13,10,0,non_smart,2008,24.33333333
LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,non_smart,2008,26.66666667
LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,16,23,18,5,non_smart,2008,45
LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12,17,14,2,non_smart,2008,33.66666667
LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12,18,15,3,non_smart,2008,35
LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14,18,15,3,non_smart,2008,37
LEXUS LS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,16,24,19,5,non_smart,2008,46.33333333
LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,midsize car,7,16,24,19,5,non_smart,2008,46.33333333
LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,12,18,14,2,non_smart,2008,34.66666667
LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,17,22,19,5,non_smart,2008,45.33333333
LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17,22,19,5,non_smart,2008,45.33333333
LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,small car,6,16,23,19,5,non_smart,2008,45.33333333
LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16,24,19,5,non_smart,2008,46.33333333
LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15,22,18,5,non_smart,2008,43
LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,17,24,19,5,non_smart,2008,47.33333333
LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,12,16,14,2,non_smart,2008,32.66666667
LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,non_smart,2008,34.66666667
LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12,18,14,2,non_smart,2008,34.66666667
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6,20,26,22,6,non_smart,2008,53.33333333
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6,21,27,23,7,non_smart,2008,55.66666667
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6,20,26,22,6,non_smart,2008,53.33333333
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6,21,27,23,7,non_smart,2008,55.66666667
MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,small car,6,14,21,17,4,non_smart,2008,40.66666667
MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,large car,6,13,19,15,3,non_smart,2008,37
MAZDA B3000,3,6,Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
MAZDA B4000,4,6,Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,non_smart,2008,36
MAZDA B4000,4,6,Man-5,4WD,Gasoline,pickup,6,15,19,16,4,non_smart,2008,39.33333333
MAZDA CX-7,2.3,4,Auto-S6,2WD,Gasoline,SUV,6,17,23,19,5,non_smart,2008,46.33333333
MAZDA CX-7,2.3,4,Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
MAZDA CX-9,3.7,6,Auto-S6,2WD,Gasoline,SUV,7,16,22,18,5,non_smart,2008,44
MAZDA CX-9,3.7,6,Auto-S6,4WD,Gasoline,SUV,7,15,21,17,4,non_smart,2008,41.66666667
MAZDA RX-8,1.3,2,Man-6,2WD,Gasoline,small car,6,16,22,18,5,non_smart,2008,44
MAZDA RX-8,1.3,2,Auto-S6,2WD,Gasoline,small car,6,16,23,19,5,non_smart,2008,45.33333333
MAZDA Tribute,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,non_smart,2008,53.33333333
MAZDA Tribute,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,non_smart,2008,50
MAZDA Tribute,3,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
MAZDA Tribute,3,6,Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,non_smart,2008,45.33333333
MERCEDES-BENZ CL550,5.5,8,Auto-L7,2WD,Gasoline,small car,7,14,21,17,4,non_smart,2008,40.66666667
MERCEDES-BENZ CL600,5.5,12,Auto-L5,2WD,Gasoline,small car,6,11,17,13,1,non_smart,2008,32.33333333
MERCEDES-BENZ CL63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,11,18,14,2,non_smart,2008,33.66666667
MERCEDES-BENZ CL65 AMG,5.5,12,Auto-S5,2WD,Gasoline,small car,6,11,17,13,1,non_smart,2008,32.33333333
MERCEDES-BENZ CLK63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12,19,14,2,non_smart,2008,35.66666667
MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
MERCEDES-BENZ CLS63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
MERCEDES-BENZ E350,3.5,6,Auto-L7,2WD,Gasoline,midsize car,9.5,17,24,19,5,non_smart,2008,47.33333333
MERCEDES-BENZ E550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,midsize car,7,13,19,16,4,non_smart,2008,37.33333333
MERCEDES-BENZ E63 AMG,6.2,8,Auto-S7,2WD,Gasoline,midsize car,6,12,19,15,3,non_smart,2008,36
MERCEDES-BENZ E63 AMG Wagon,6.2,8,Auto-S7,2WD,Gasoline,station wagon,6,12,18,14,2,non_smart,2008,34.66666667
MERCEDES-BENZ G500,5,8,Auto-L7,4WD,Gasoline,SUV,6,12,15,13,1,non_smart,2008,31.33333333
MERCEDES-BENZ G55 AMG,5.4,8,Auto-L5,4WD,Gasoline,SUV,6,11,13,12,0,non_smart,2008,28
MERCEDES-BENZ GL450 4Matic,4.6,8,Auto-L7,4WD,Gasoline,SUV,7,13,18,15,3,non_smart,2008,36
MERCEDES-BENZ GL550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,SUV,7,13,17,14,2,non_smart,2008,34.66666667
MERCEDES-BENZ ML350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
MERCEDES-BENZ ML550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,SUV,7,13,18,15,3,non_smart,2008,36
MERCEDES-BENZ Maybach 57,5.5,12,Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,non_smart,2008,30
MERCEDES-BENZ Maybach 57S,6,12,Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,non_smart,2008,30
MERCEDES-BENZ Maybach 62,5.5,12,Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,non_smart,2008,30
MERCEDES-BENZ Maybach 62S,6,12,Auto-L5,2WD,Gasoline,large car,6,10,16,12,0,non_smart,2008,30
MERCEDES-BENZ R350,3.5,6,Auto-L7,2WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
MERCEDES-BENZ R350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,SUV,7,15,19,16,4,non_smart,2008,39.33333333
MERCEDES-BENZ S550,5.5,8,Auto-L7,2WD,Gasoline,large car,7,14,21,16,4,non_smart,2008,40.33333333
MERCEDES-BENZ S550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,large car,7,14,20,16,4,non_smart,2008,39.33333333
MERCEDES-BENZ S600,5.5,12,Auto-L5,2WD,Gasoline,large car,6,11,17,13,1,non_smart,2008,32.33333333
MERCEDES-BENZ S63 AMG,6.2,8,Auto-S7,2WD,Gasoline,large car,6,11,17,13,1,non_smart,2008,32.33333333
MERCEDES-BENZ S65 AMG,6,12,Auto-S5,2WD,Gasoline,large car,6,11,17,13,1,non_smart,2008,32.33333333
MERCEDES-BENZ SL55 AMG,5.4,8,Auto-S5,2WD,Gasoline,small car,6,12,17,14,2,non_smart,2008,33.66666667
MERCEDES-BENZ SL550,5.5,8,Auto-L7,2WD,Gasoline,small car,7,14,21,16,4,non_smart,2008,40.33333333
MERCEDES-BENZ SL600,5.5,12,Auto-L5,2WD,Gasoline,small car,6,11,18,14,2,non_smart,2008,33.66666667
MERCEDES-BENZ SL65 AMG,6,12,Auto-S5,2WD,Gasoline,small car,6,11,18,14,2,non_smart,2008,33.66666667
MERCEDES-BENZ SLK55 AMG,5.4,8,Auto-S7,2WD,Gasoline,small car,6,14,20,16,4,non_smart,2008,39.33333333
MERCEDES-BENZ SLR,5.4,8,Auto-S5,2WD,Gasoline,small car,6,12,16,13,1,non_smart,2008,32.33333333
MERCURY Mariner,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,non_smart,2008,53.33333333
MERCURY Mariner,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,non_smart,2008,50
MERCURY Mariner,3,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
MERCURY Mariner,3,6,Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,non_smart,2008,45.33333333
MERCURY Mountaineer,4,6,Auto-L5,2WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
MERCURY Mountaineer,4,6,Auto-L5,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
MERCURY Mountaineer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13,20,16,4,non_smart,2008,38.33333333
MERCURY Mountaineer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
MERCURY Sable,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,non_smart,2008,47.33333333
MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,small car,6,16,25,19,5,non_smart,2008,47.33333333
MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,small car,6,16,24,19,5,non_smart,2008,46.33333333
MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,small car,6,16,25,19,5,non_smart,2008,47.33333333
MITSUBISHI Endeavor,3.8,6,Auto-S4,2WD,Gasoline,SUV,6,15,22,18,5,non_smart,2008,43
MITSUBISHI Endeavor,3.8,6,Auto-S4,4WD,Gasoline,SUV,6,15,19,17,4,non_smart,2008,39.66666667
MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,midsize car,6,17,25,20,6,non_smart,2008,48.66666667
MITSUBISHI Outlander,2.4,4,Auto-AV,2WD,Gasoline,SUV,6,20,25,22,6,non_smart,2008,52.33333333
MITSUBISHI Outlander,2.4,4,Auto-AV,4WD,Gasoline,SUV,6,20,25,22,6,non_smart,2008,52.33333333
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,pickup,7,14,18,15,3,non_smart,2008,37
MITSUBISHI Raider,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,14,19,15,3,non_smart,2008,38
MITSUBISHI Raider,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,14,19,15,3,non_smart,2008,38
MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
MITSUBISHI Raider,3.7,6,Man-6,2WD,Gasoline,pickup,6,16,20,18,5,non_smart,2008,42
MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,non_smart,2008,37
NISSAN 350Z Roadster,3.5,6,Auto-S5,2WD,Gasoline,small car,7,17,23,19,5,non_smart,2008,46.33333333
NISSAN Armada,5.6,8,Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
NISSAN Armada,5.6,8,Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,non_smart,2008,33.66666667
NISSAN Frontier,2.5,4,Auto-L5,2WD,Gasoline,pickup,7,17,22,19,5,non_smart,2008,45.33333333
NISSAN Frontier,4,6,Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
NISSAN Frontier,4,6,Man-6,2WD,Gasoline,pickup,7,16,20,17,4,non_smart,2008,41.66666667
NISSAN Frontier,4,6,Auto-L5,4WD,Gasoline,pickup,7,14,19,16,4,non_smart,2008,38.33333333
NISSAN Frontier,4,6,Man-6,4WD,Gasoline,pickup,7,15,19,17,4,non_smart,2008,39.66666667
NISSAN Pathfinder,4,6,Auto-L5,2WD,Gasoline,SUV,7,15,22,17,4,non_smart,2008,42.66666667
NISSAN Pathfinder,4,6,Auto-L5,4WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
NISSAN Pathfinder,5.6,8,Auto-S5,2WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
NISSAN Pathfinder,5.6,8,Auto-S5,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
NISSAN Quest,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,16,24,19,5,non_smart,2008,46.33333333
NISSAN Titan,5.6,8,Auto-L5,2WD,Gasoline,pickup,6,12,17,14,2,non_smart,2008,33.66666667
NISSAN Titan,5.6,8,Auto-L5,4WD,Gasoline,pickup,6,12,17,14,2,non_smart,2008,33.66666667
NISSAN Xterra,4,6,Auto-L5,2WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
NISSAN Xterra,4,6,Man-6,2WD,Gasoline,SUV,7,16,20,17,4,non_smart,2008,41.66666667
NISSAN Xterra,4,6,Auto-L5,4WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
NISSAN Xterra,4,6,Man-6,4WD,Gasoline,SUV,7,16,20,17,4,non_smart,2008,41.66666667
PONTIAC G6,3.5,6,Auto-S4,2WD,Gasoline,small car,6,17,26,20,6,non_smart,2008,49.66666667
PONTIAC G6,3.6,6,Auto-S6,2WD,Gasoline,small car,6,17,26,20,6,non_smart,2008,49.66666667
